Stream index,Source Port,stream_size
626,3836,574
626,62140,641
627,3836,1124
627,62142,750
628,3836,943
628,62145,859
629,3836,476
629,62147,646
630,3836,797
630,62153,1000
632,3836,708
632,62161,941
633,3836,618
633,62165,1078
634,3836,539
634,62169,804
635,3836,532
635,62173,735
636,3836,1386
636,62179,953
638,3836,857
638,62185,860
639,3836,613
639,62194,644
640,3836,1433
640,62196,800
641,3836,907
641,62199,724
642,3836,551
642,62203,931
643,3836,1017
643,62206,896
645,3836,473
645,62210,690
646,3836,949
646,62212,752
647,3836,495
647,62214,1095
648,3836,622
648,62221,661
649,3836,535
649,62228,642
651,3836,562
651,62233,854
652,3836,644
652,62235,810
653,3836,496
653,62237,676
654,3836,1044
654,62239,888
655,3836,558
655,62245,830
657,3836,688
657,62248,735
658,3836,644
658,62250,691
659,3836,514
659,62253,661
660,3836,513
660,62255,686
661,3836,506
661,62259,806
662,3836,629
662,62262,802
664,3836,771
664,62265,670
665,3836,497
665,62267,784
666,3836,917
666,62270,1035
667,3836,805
667,62272,818
668,3836,817
668,62277,843
670,3836,989
670,62280,907
671,3836,828
671,62325,781
672,3836,505
672,62330,726
673,3836,662
673,62334,686
674,3836,852
674,62346,687
676,3836,499
676,62351,731
677,3836,515
677,62357,928
678,3836,504
678,62359,696
679,3836,903
679,62361,714
680,3836,558
680,62363,958
681,3836,666
681,62366,735
683,3836,814
683,62372,784
684,3836,1098
684,62378,677
685,3836,504
685,62383,652
686,3836,543
686,62386,1041
687,3836,946
687,62388,779
689,3836,512
689,62397,892
690,3836,811
690,62399,926
691,3836,547
691,62402,724
692,3836,755
692,62405,899
693,3836,577
693,62407,698
695,3836,1101
695,62413,844
696,3836,555
696,62422,1070
697,3836,1099
697,62424,1014
698,3836,731
698,62427,949
699,3836,884
699,62429,787
700,3836,603
700,62432,620
702,3836,561
702,62435,776
703,3836,565
703,62437,763
704,3836,805
704,62440,776
705,3836,685
705,62444,842
706,3836,504
706,62446,745
708,3836,655
708,62449,888
709,3836,877
709,62452,802
710,3836,1161
710,62454,1035
711,3836,725
711,62456,888
712,3836,982
712,62458,821
714,3836,1439
714,62462,993
715,3836,497
715,62465,1088
716,3836,561
716,62467,862
717,3836,536
717,62471,801
718,3836,835
718,62473,703
719,3836,574
719,62482,595
721,3836,758
721,62486,986
722,3836,747
722,62492,774
723,3836,503
723,62495,680
724,3836,622
724,62497,640
725,3836,511
725,62501,815
727,3836,535
727,62509,1079
728,3836,542
728,62511,663
729,3836,976
729,62513,828
730,3836,847
730,62516,852
731,3836,711
731,62518,856
733,3836,939
733,62521,743
734,3836,496
734,62523,769
735,3836,1163
735,62525,882
736,3836,786
736,62528,804
737,3836,604
737,62530,704
738,3836,1027
738,62532,886
740,3836,611
740,62535,955
741,3836,591
741,62537,695
742,3836,843
742,62539,721
743,3836,622
743,62541,853
744,3836,513
744,62545,770
746,3836,528
746,62548,784
747,3836,1219
747,62551,877
748,3836,866
748,62553,820
749,3836,475
749,62556,794
750,3836,671
750,62559,799
752,3836,939
752,62562,1004
753,3836,566
753,62565,596
754,3836,685
754,62568,786
755,3836,733
755,62572,737
756,3836,1102
756,62576,780
757,3836,880
757,62578,766
759,3836,774
759,62581,789
760,3836,1037
760,62584,770
761,3836,1094
761,62587,854
762,3836,763
762,62589,825
763,3836,611
763,62592,894
765,3836,515
765,62595,679
766,3836,638
766,62597,660
767,3836,527
767,62609,837
768,3836,731
768,62614,768
769,3836,485
769,62618,697
771,3836,1041
771,62621,660
772,3836,819
772,62627,729
773,3836,973
773,62629,1260
774,3836,763
774,62633,731
775,3836,705
775,62635,816
776,3836,1103
776,62645,859
778,3836,807
778,62663,758
779,3836,735
779,62665,702
780,3836,774
780,62668,683
781,3836,981
781,62670,795
782,3836,525
782,62672,920
784,3836,610
784,62676,843
785,3836,1443
785,62688,1003
786,3836,1224
786,62691,920
787,3836,1319
787,62693,728
788,3836,502
788,62695,894
790,3836,706
790,62701,775
791,3836,500
791,62705,676
792,3836,535
792,62709,776
793,3836,1040
793,62711,824
794,3836,513
794,62713,909
796,3836,1141
796,62716,772
797,3836,954
797,62719,720
798,3836,720
798,62722,997
799,3836,925
799,62727,749
800,3836,1105
800,62729,732
801,3836,958
801,62732,765
803,3836,988
803,62748,848
804,3836,1363
804,62750,773
805,3836,500
805,62753,744
806,3836,676
806,62755,711
807,3836,721
807,62758,746
809,3836,510
809,62764,786
810,3836,697
810,62766,810
811,3836,513
811,62771,984
812,3836,902
812,62773,639
813,3836,516
813,62775,685
815,3836,1043
815,62778,1089
816,3836,1103
816,62781,807
817,3836,584
817,62784,1280
818,3836,569
818,62786,661
819,3836,611
819,62788,606
821,3836,576
821,62791,788
822,3836,1374
822,62793,758
823,3836,850
823,62797,894
824,3836,758
824,62799,837
825,3836,528
825,62803,830
826,3836,504
826,62806,753
828,3836,499
828,62809,783
829,3836,889
829,62813,701
830,3836,633
830,62815,872
831,3836,788
831,62818,679
832,3836,1450
832,62820,777
834,3836,684
834,62824,777
835,3836,1107
835,62826,1037
836,3836,1201
836,62832,858
837,3836,927
837,62837,793
838,3836,493
838,62843,675
840,3836,1395
840,62846,1101
841,3836,536
841,62853,1008
842,3836,498
842,62855,831
853,3836,506
853,62863,663
855,3836,1075
855,62870,926
857,3836,782
857,62873,1014
858,3836,1078
858,62875,975
859,3836,492
859,62877,826
860,3836,486
860,62882,644
861,3836,508
861,62884,667
862,3836,537
862,62886,865
864,3836,838
864,62894,762
865,3836,542
865,62896,620
866,3836,1222
866,62898,738
867,3836,1202
867,62902,868
868,3836,503
868,62906,741
870,3836,808
870,62927,715
871,3836,759
871,62981,724
872,3836,732
872,63011,777
873,3836,624
873,63020,857
874,3836,776
874,63024,778
878,3836,835
878,63041,670
889,3836,496
889,63079,849
898,3836,554
898,63086,753
899,3836,530
899,63088,735
900,3836,1395
900,63090,1170
902,3836,542
902,63093,1022
903,3836,607
903,63096,758
904,3836,877
904,63108,814
905,3836,1221
905,63118,735
906,3836,738
906,63123,872
907,3836,907
907,63132,961
909,3836,820
909,63135,731
910,3836,784
910,63150,812
911,3836,518
911,63159,695
912,3836,831
912,63169,787
913,3836,840
913,63175,782
915,3836,486
915,63189,731
916,3836,841
916,63193,883
917,3836,709
917,63196,807
918,3836,621
918,63198,677
919,3836,640
919,63201,908
921,3836,918
921,63205,692
922,3836,1146
922,63207,780
923,3836,1445
923,63220,858
924,3836,505
924,63222,758
925,3836,489
925,63225,746
926,3836,521
926,63227,882
928,3836,517
928,63232,914
929,3836,707
929,63236,856
930,3836,769
930,63300,1039
931,3836,648
931,63307,799
932,3836,647
932,63320,702
934,3836,846
934,63323,712
935,3836,897
935,63340,809
936,3836,851
936,63342,1083
937,3836,518
937,63350,692
938,3836,504
938,63359,805
940,3836,1390
940,63363,1124
941,3836,618
941,63368,774
942,3836,517
942,63371,817
943,3836,1183
943,63374,995
944,3836,504
944,63377,611
946,3836,709
946,63383,703
947,3836,501
947,63387,804
948,3836,851
948,63391,686
949,3836,568
949,63394,772
950,3836,514
950,63396,870
951,3836,649
951,63399,893
953,3836,729
953,63406,619
954,3836,663
954,63408,770
955,3836,715
955,63420,707
956,3836,525
956,63433,701
957,3836,766
957,63436,852
959,3836,626
959,63459,1122
960,3836,672
960,63464,770
961,3836,1114
961,63466,945
962,3836,490
962,63471,728
963,3836,499
963,63480,698
964,3836,1069
964,63483,835
966,3836,571
966,63487,612
967,3836,856
967,63490,1018
968,3836,753
968,63516,871
969,3836,1176
969,63518,846
970,3836,846
970,63521,1170
972,3836,566
972,63525,725
973,3836,871
973,63529,740
974,3836,506
974,63588,1079
975,3836,803
975,63596,879
976,3836,773
976,63598,744
978,3836,670
978,63606,800
979,3836,503
979,63610,807
980,3836,545
980,63619,774
981,3836,534
981,63628,978
982,3836,789
982,63635,937
983,3836,493
983,63638,743
985,3836,601
985,63645,783
986,3836,508
986,63658,859
987,3836,560
987,63665,717
988,3836,528
988,63703,810
989,3836,753
989,63710,856
991,3836,524
991,63717,802
992,3836,733
992,63721,1107
994,3836,641
994,63735,648
996,3836,510
996,63743,692
998,3836,699
998,63748,849
999,3836,885
999,63750,876
1001,3836,814
1001,63753,829
1002,3836,706
1002,63758,878
1005,3836,638
1005,63763,702
1007,3836,1119
1007,63772,883
1010,3836,946
1010,63776,870
1012,3836,816
1012,63779,751
1013,3836,546
1013,63781,961
1014,3836,667
1014,63789,898
1015,3836,739
1015,63791,972
1016,3836,1136
1016,63800,1151
1018,3836,812
1018,63804,904
1019,3836,922
1019,63833,945
1020,3836,1327
1020,63890,936
1021,3836,520
1021,63894,644
1022,3836,554
1022,63898,701
1024,3836,705
1024,63901,811
1025,3836,550
1025,63904,797
1026,3836,774
1026,63911,853
1027,3836,521
1027,63916,947
1028,3836,659
1028,63924,697
1030,3836,1052
1030,63928,1134
1031,3836,673
1031,63933,787
1032,3836,919
1032,63942,787
1033,3836,1054
1033,63944,919
1034,3836,1431
1034,63946,938
1036,3836,535
1036,63953,681
1042,3836,536
1042,64005,924
1043,3836,896
1043,64007,854
1044,3836,871
1044,64010,912
1045,3836,958
1045,64013,742
1047,3836,1112
1047,64018,871
1048,3836,728
1048,64022,738
1049,3836,1407
1049,64026,764
1050,3836,571
1050,64037,823
1051,3836,1126
1051,64039,1178
1053,3836,771
1053,64045,808
1054,3836,515
1054,64051,698
1055,3836,567
1055,64055,819
1056,3836,593
1056,64074,739
1057,3836,505
1057,64079,686
1058,3836,502
1058,64082,708
1060,3836,856
1060,64087,798
1061,3836,582
1061,64092,757
1062,3836,515
1062,64094,866
1063,3836,732
1063,64097,720
1064,3836,549
1064,64099,793
1066,3836,838
1066,64106,681
1067,3836,760
1067,64108,789
1068,3836,642
1068,64115,669
1069,3836,563
1069,64123,782
1070,3836,520
1070,64130,691
1071,3836,815
1071,64132,976
1073,3836,802
1073,64136,764
1074,3836,519
1074,64163,916
1075,3836,767
1075,64165,982
1076,3836,723
1076,64169,650
1078,3836,842
1078,64173,799
1079,3836,499
1079,64175,699
1080,3836,625
1080,64185,850
1081,3836,866
1081,64189,910
1082,3836,820
1082,64191,676
1083,3836,514
1083,64193,844
1085,3836,995
1085,64197,844
1086,3836,655
1086,64200,710
1087,3836,660
1087,64202,831
1088,3836,728
1088,64205,908
1089,3836,508
1089,64208,676
1091,3836,683
1091,64211,771
1092,3836,892
1092,64230,776
1093,3836,1345
1093,64237,705
1094,3836,565
1094,64240,710
1095,3836,599
1095,64246,668
1097,3836,1005
1097,64259,653
1098,3836,1489
1098,64267,1037
1099,3836,1026
1099,64281,874
1100,3836,503
1100,64283,749
1101,3836,1145
1101,64286,729
1103,3836,723
1103,64289,836
1104,3836,523
1104,64298,623
1105,3836,811
1105,64300,1161
1106,3836,504
1106,64304,916
1107,3836,595
1107,64308,642
1108,3836,540
1108,64312,725
1116,3836,534
1116,64325,865
1150,3836,516
1150,64341,720
1151,3836,519
1151,64348,651
1152,3836,523
1152,64357,733
1153,3836,684
1153,64359,774
1155,3836,508
1155,64362,752
1156,3836,718
1156,64366,808
1157,3836,631
1157,64369,721
1158,3836,1279
1158,64374,903
1159,3836,490
1159,64377,808
1161,3836,515
1161,64380,718
1162,3836,510
1162,64382,733
1163,3836,720
1163,64393,873
1164,3836,510
1164,64395,786
1165,3836,504
1165,64399,874
1166,3836,550
1166,64401,963
1168,3836,492
1168,64404,703
1169,3836,772
1169,64409,777
1170,3836,512
1170,64414,730
1171,3836,662
1171,64416,725
1172,3836,533
1172,64418,751
1174,3836,537
1174,64421,674
1175,3836,697
1175,64491,638
1176,3836,504
1176,64501,670
1177,3836,504
1177,64506,679
1178,3836,687
1178,64516,816
1179,3836,794
1179,64521,748
1181,3836,1005
1181,64529,914
1182,3836,755
1182,64532,677
1183,3836,522
1183,64537,785
1184,3836,752
1184,64557,1045
1185,3836,612
1185,64606,656
1187,3836,499
1187,64619,763
1188,3836,1025
1188,64622,881
1189,3836,551
1189,64653,914
1190,3836,501
1190,64659,681
1191,3836,524
1191,64692,704
1193,3836,590
1193,64818,888
1194,3836,676
1194,64863,1053
1195,3836,866
1195,64878,960
1196,3836,1080
1196,64886,1206
1197,3836,697
1197,64942,846
1198,3836,656
1198,64960,900
1200,3836,678
1200,65004,690
1201,3836,504
1201,65025,1011
1202,3836,736
1202,65049,760
1203,3836,504
1203,65068,897
1204,3836,754
1204,65073,825
1206,3836,691
1206,65079,870
1207,3836,1211
1207,65098,918
1208,3836,1177
1208,65106,1072
1209,3836,1177
1209,65108,774
1210,3836,1325
1210,65113,803
1212,3836,825
1212,65119,1003
1213,3836,516
1213,65126,811
1214,3836,521
1214,65173,949
1215,3836,501
1215,65203,767
1216,3836,778
1216,65208,715
1217,3836,632
1217,65212,784
1219,3836,1099
1219,65232,974
1220,3836,589
1220,65239,733
1221,3836,490
1221,65246,831
1222,3836,1181
1222,65248,981
1223,3836,486
1223,65259,618
1225,3836,489
1225,65272,765
1226,3836,656
1226,65274,795
1227,3836,878
1227,65323,684
1228,3836,773
1228,65333,1069
1229,3836,815
1229,65415,748
1231,3836,1013
1231,65420,775
1232,3836,826
