Stream index,Source Port,stream_size
1521,443,5402
1521,63040,1786
1522,443,5389
1522,63044,1818
1523,443,5297
1523,63048,1807
1524,443,5400
1524,63053,1834
1525,443,5435
1525,63057,1865
1526,443,5368
1526,63061,1726
1539,443,5432
1539,63077,1760
1542,443,5398
1542,63083,1808
1543,443,5327
1543,63087,1757
1544,443,5812
1544,63091,1829
1545,443,5209
1545,63096,1815
1546,443,5436
1546,63100,1838
1547,443,5288
1547,63104,1787
1555,443,5393
1555,63115,1793
1557,443,5190
1557,63120,1830
1558,443,5354
1558,63124,1812
1559,443,5255
1559,63128,1803
1560,443,5222
1560,63132,1702
1561,443,5211
1561,63137,1689
1562,443,5306
1562,63141,1801
1568,443,5360
1568,63150,1729
1574,443,5323
1574,63159,1927
1580,443,5345
1580,63168,1788
1581,443,5298
1581,63172,1723
1582,443,5180
1582,63176,1718
1583,443,5567
1583,63180,1824
1592,443,5529
1592,63193,1847
1593,443,5317
1593,63197,1775
1594,443,5209
1594,63201,1705
1599,443,5210
1599,63210,1821
1600,443,5327
1600,63214,1816
1601,443,5533
1601,63218,2056
1602,443,5643
1602,63222,1734
1603,443,5473
1603,63226,1793
1604,443,5510
1604,63230,1863
1607,443,5180
1607,63236,1742
1609,443,5472
1609,63241,1969
1618,443,5550
1618,63253,1914
1619,443,5471
1619,63257,1773
1622,443,5317
1622,63263,1719
1623,443,5348
1623,63267,1780
1624,443,5281
1624,63271,1830
1625,443,5556
1625,63276,1875
1626,443,5125
1626,63280,1719
1627,443,5378
1627,63284,1771
1630,443,5389
1630,63290,1707
1631,443,5403
1631,63294,1692
1632,443,5328
1632,63298,1732
1634,443,5283
